task_id,task_number,task_name,validation_status,checks_passed,checks_failed,validation_issues,has_validation_file,- validation,tutorial_source,video_id,video_url,github_repo,categories,human_description,instruction
task_0026,26,Codex Camera Shake Rig,PASS,17,0,Has critical issues,Yes,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: Export 'camera_shake_noise' missing on PlayerBody,YouTube: Bonkahe - Godot 3D - Adding a bit of JUICE (Camera Shake & Head Bob) - FPS Horror Project (C#) | 13,JnubpEa-Inw,https://www.youtube.com/watch?v=JnubpEa-Inw,https://github.com/Bonkahe/FPSHorrorMono (Episode13/FpsGodotProjectMono),,Implement Codex Camera Shake Rig,"In scenes/player_body.tscn, restructure PlayerBody so CameraNode contains a CameraActual Node3D with a Camera3D child, assign those nodes to the player_body.gd exports, and implement a noise-based camera shake: expose a FastNoiseLite plus numeric exports for noise_panning_speed (30), max_power (0.15), blend_speed (7), return_strength (5), noise_strength (0.2), falling_bias (1.0), falling_strength_falloff (2.0), falling_max_strength (1.0), and jumping_strength (0.2). Track camera_shake_position/time_since_started, lerp CameraActual toward camera_shake_position plus sampled noise every physics frame, decay back to origin, clamp impulses to the max power, add an upward kick inside impulse_camera_with_recoil, and implement apply_landing_impulse() so downward velocities below the bias trigger a proportional drop impulse. In the PlayerBody scene, create a FastNoiseLite resource with default values and wire it to the camera shake export."
task_0027,27,Codex Weapon Recoil Signal,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.5.stable.official.876b29033 - https://godotengine.org\n\nVALIDATION_FAILED: WeaponEffects must declare on_shot_camera_impulse signal,YouTube: Bonkahe - Godot 3D - Adding a bit of JUICE (Camera Shake & Head Bob) - FPS Horror Project (C#) | 13,JnubpEa-Inw,https://www.youtube.com/watch?v=JnubpEa-Inw,https://github.com/Bonkahe/FPSHorrorMono (Episode13/FpsGodotProjectMono),,Implement Codex Weapon Recoil Signal,"In scenes/weapon_rig.tscn, expose WeaponEffects with BarrelEnd/BarrelRayCast exports plus a camera_shake_power export set to 0.3, declare the on_shot_camera_impulse(Vector3,float) signal in scripts/weapon_effects.gd, and emit it from fire_weapon() using the normalized -BarrelRayCast global forward direction and the exported power. Update player_body.gd to include apply_weapon_impulse() that forwards to impulse_camera_with_recoil(), and connect the weapon signal to that method inside scenes/main.tscn so firing the weapon instantly kicks the PlayerBody camera backward."
task_0028,28,Bonkahe Flashlight Priority Points,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.5.stable.official.876b29033 - https://godotengine.org\n\nERROR: Attempt to open script 'res://scripts/flashlight_point.gd' resulted in error 'File not found'.\n   at: load_source_code (modules/gdscript/gdscript.cpp:1120)\n   GDScript backtrace (most recent call first):\n       [0] _ready (res://scripts/test.gd:20)\nERROR: Failed loading resource: res://scripts/flashlight_point.gd.\n   at: _load (core/io/resource_loader.cpp:343)\n   GDScript backtrace (most recent call first):\n       [0] _ready (res://scripts/test.gd:20)\nVALIDATION_FAILED: scripts/flashlight_point.gd is missing,YouTube: Bonkahe - Godot 3D - Flashlight Collision Plus Dynamic Targeting - Making a FPS Horror Game (C#) | 12,qW3B7-kBbno,https://www.youtube.com/watch?v=qW3B7-kBbno,https://github.com/Bonkahe/FPSHorrorMono,,Implement Bonkahe Flashlight Priority Points,"Create a reusable FlashlightPoint marker scene that uses scripts/flashlight_point.gd to expose a Priority enum (low, medium, high), a has_been_targeted flag, and a reset_target_state() helper, then instance three FlashlightPoint nodes directly under Main in scenes/main.tscn. Place the nodes at (8.36166, 1.81915, -12.0301), (-16.6577, 2.41884, -39.9426), and (23.0185, 2.63927, -86.6948), keep them in the FlashlightPoints group, and set their priorities to medium, low, and high respectively."
task_0029,29,Bonkahe Enemy Spawn Trigger,PARTIAL_PASS,16,1,Has critical issues,Yes,"Godot Engine v4.5.stable.official.876b29033 - https://godotengine.org\n\nWARNING: res://scenes/test.tscn:4 - ext_resource, invalid UID: uid://bk0ocudwcker6 - using text path instead: res://scenes/main.tscn\n   at: load (scene/resources/resource_format_text.cpp:444)\nVALIDATION_FAILED: SpawnTrigger1 must have res://scripts/TriggerVolume.gd attached.",YouTube: Bonkahe - Godot 3D - Implementing AI spawning triggers and Aggro! - FPS Horror Project (GDScript) | 14,rXVGwlA6yB0,https://www.youtube.com/watch?v=rXVGwlA6yB0,https://github.com/Bonkahe/FPSHorrorGDScript,,Implement Bonkahe Enemy Spawn Trigger,"Attach res://scripts/TriggerVolume.gd to NavigationRegion3D/Triggers/SpawnTrigger1 so its TriggerVolume_BodyEntered handler queue_frees the trigger after the wave fires. Implement res://scripts/EnemySpawnPoint.gd with exports for variables named EnemyPackedScene, AutoSetTarget, and TargetToSet, then attach it to EnemySpawnPointA, EnemySpawnPointB, and EnemySpawnPointC. Each spawn point must instantiate the Cultist scene, add it beside the marker, copy the marker transform, call PlaceOnMesh() on the EnemyAIController, and when AutoSetTarget is true call SetNodeTarget() with PlayerBody. Wire SpawnTrigger1's body_entered signal to every spawn point's SpawnInitiated method and assign EnemyPackedScene to res://scenes/Cultist.tscn with TargetToSet pointing to PlayerBody so the trigger spawns three enemies aimed at the player."
task_0030,30,Bonkahe Sunshine Clouds Driver Setup,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.5.stable.official.876b29033 - https://godotengine.org\n\nNo rendering device on load.\nVALIDATION_FAILED: Camera far plane must be set to 400000,YouTube: Bonkahe - Godot 3D - Implementing Volumetric Clouds Easy,aEDDkGIfwDY,https://www.youtube.com/watch?v=aEDDkGIfwDY,https://github.com/Bonkahe/SunshineClouds2,,Implement Bonkahe Sunshine Clouds Driver Setup,"Under Main, add a SunshineCloudsDriver node that uses addons/SunshineClouds2/SunshineCloudsDriver.gd, enable Update Continuously, and assign res://assets/clouds/tutorial_clouds_settings.tres to its clouds_resource while reusing the WorldEnvironment environment as ambience_sample_environment. Register the existing DirectionalLight3D and OmniLight3D inside tracked_directional_lights and tracked_point_lights (with a single shadow step entry set to 32) so the clouds use those lights, keep the OmniLight range at 20000, and extend Camera3D's far clip plane to 400000. Wire the same clouds resource into the WorldEnvironment's compositor effect list so the effect renders, and edit assets/clouds/tutorial_clouds_settings.tres to match the reference settings: cloud coverage 0.874, atmospheric density 0.617977, cloud ambient color pure white, ambient tint Color(0.131626, 0.201524, 0.241773, 1), atmosphere color Color(0.696127, 0.832325, 0.989334, 1), and a 512 km mask width so the painted area covers the entire level."
task_0031,31,Bonkahe Sunshine Clouds Effectors,NO_VALIDATION_FILE,0,0,,No,"Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nERROR: Failed loading resource: res://addons/SunshineClouds2/SunshineCloudsCompute.glsl. Make sure resources have been imported by opening the project in the editor at least once.\n   at: _load (core/io/resource_loader.cpp:344)\nERROR: Failed loading resource: res://addons/SunshineClouds2/SunshineCloudsPostCompute.msaa.glsl. Make sure resources have been imported by opening the project in the editor at least once.\n   at: _load (core/io/resource_loader.cpp:344)\nERROR: Failed loading resource: res://addons/SunshineClouds2/SunshineCloudsPreCompute.glsl. Make sure resources have been imported by opening the project in the editor at least once.\n   at: _load (core/io/resource_loader.cpp:344)\nNo rendering device on load.\nERROR: res://assets/clouds/mask_clouds_settings.tres:69 - Parse Error: [ext_resource] referenced non-existent resource at: res://addons/SunshineClouds2/SunshineCloudsPreCompute.glsl.\n   at: _printerr (scene/resources/resource_format_text.cpp:39)\nERROR: res://assets/clouds/mask_clouds_settings.tres:69 - Parse Error: [ext_resource] referenced non-existent resource at: res://addons/SunshineClouds2/SunshineCloudsPreCompute.glsl.\n   at: _printerr (scene/resources/resource_format_text.cpp:39)\nERROR: Failed loading resource: res://assets/clouds/mask_clouds_settings.tres. Make sure resources have been imported by opening the project in the editor at least once.\n   at: _load (core/io/resource_loader.cpp:344)\nERROR: res://scenes/main.tscn:17 - Parse Error: [ext_resource] referenced non-existent resource at: res://assets/clouds/mask_clouds_settings.tres.\n   at: _printerr (scene/resources/resource_format_text.cpp:39)\nERROR: res://scenes/main.tscn:17 - Parse Error: [ext_resource] referenced non-existent resource at: res://assets/clouds/mask_clouds_settings.tres.\n   at: _printerr (scene/resources/resource_format_text.cpp:39)\nERROR: Failed loading resource: res://scenes/main.tscn. Make sure resources have been imported by opening the project in the editor at least once.\n   at: _load (core/io/resource_loader.cpp:344)\nERROR: res://scenes/test.tscn:9 - Parse Error: [ext_resource] referenced non-existent resource at: res://scenes/main.tscn.\n   at: _printerr (scene/resources/resource_format_text.cpp:39)\nWARNING: Node './Main' was modified from inside an instance, but it has vanished.\n   at: instantiate (scene/resources/packed_scene.cpp:253)\nVALIDATION_FAILED: Main scene missing",YouTube: Bonkahe - Godot 3D - Implementing Volumetric Clouds Easy,aEDDkGIfwDY,https://www.youtube.com/watch?v=aEDDkGIfwDY,https://github.com/Bonkahe/SunshineClouds2,,Implement Bonkahe Sunshine Clouds Effectors,"Reuse the supplied volumetric clouds setup but finish the advanced controls: configure OmniLight3D as the warm point light: (color Color(0.76, 0.374933, 0.1824, 1), energy 11.685, range 20000, positioned at (10743.6, 6693.89, -43458.2)) and add it to SunshineCloudsDriver.tracked_point_lights. Instance a SunshineCloudsEffector under Main using addons/SunshineClouds2/SunshineCloudEffector.gd, place it at (19316.8, -2863.07, -3971.34) with Radius 18900.9 and Power 1.18, and assign it through tracked_point_effectors so moving the effector sculpts the clouds. Configure the wind controls by setting the driver's wind_direction to Vector3(1, 0, 1) with speeds 140 (extra large), 100 (large), 40 (medium), and 12 (small). Finally, open assets/clouds/mask_clouds_settings.tres and re-enable the painted mask by turning extra_large_used_as_mask back on, keeping mask_width_km at 512 km, and restoring a dense coverage value (0.874) so the flood-filled mask blankets the play space."
task_0032,32,Bonkahe GPU Smoke Plume,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: SmokeEmitter.amount must be 32,YouTube: Bonkahe - Pretty Much Everything About GPUParticles in Godot 4,BUa-mKHEPUM,https://www.youtube.com/watch?v=BUa-mKHEPUM,https://github.com/Bonkahe/BasicParticleEffects,,Implement Bonkahe GPU Smoke Plume,"Complete the unfinished SmokeEmitter under Main: set the GPUParticles3D amount to 32, lifetime to 8 seconds, and draw order to View Depth, then attach a ParticleProcessMaterial that emits from a 1m sphere, keeps direction (0, 1, 0), adds gravity (0, 3, 0), uses 0.5 lifetime randomness, full ±180° angles with ±10 deg/sec angular velocity, 0.3 damping, scale 25–30 controlled by a CurveTexture, a GradientTexture1D that fades from transparent to opaque back to transparent, animation speed 0.5–1.0 with 0.1 offset, and turbulence enabled with ~0.02 influence. Provide a QuadMesh draw pass, assign the StandardMaterial3D override to res://assets/sprites/particle_sprite_smoke.webp, turn on particle billboarding with keep scale, configure an 8×8 flipbook that does not loop, and enable the proximity/distance fades so the smoke sprite blends out."
task_0033,33,Bonkahe Arcing Chunk Sub-Emitter,NO_VALIDATION_FILE,0,0,,No,Godot Engine v4.4.1.stable.official.49a5bc7b6 - https://godotengine.org\n\nVALIDATION_FAILED: ArcingChunks lifetime must be 3 seconds,YouTube: Bonkahe - Pretty Much Everything About GPUParticles in Godot 4,BUa-mKHEPUM,https://www.youtube.com/watch?v=BUa-mKHEPUM,https://github.com/Bonkahe/BasicParticleEffects,,Implement Bonkahe Arcing Chunk Sub-Emitter,"Finish the Explosion hierarchy so the ArcingChunks emitter works as wanted: set ArcingChunks to one_shot, lifetime 3s, randomness about 0.7, give it a QuadMesh draw pass and a StandardMaterial3D billboard with bright emission, and drive it with a ParticleProcessMaterial that fires from the default spread at 8–12 m/s, enables rigid collision with bounce 1.0, uses collision_use_scale, and sets a constant sub emitter frequency of 100 Hz with the sub_emitter path pointing to ../ArcingChunkSmoke. Add the GPUParticlesCollisionBox3D named ArcingChunkCollision, positioned just below the emitter and scaled to 40×1×40 so debris collides as shown in the collision segment of the video. Configure ArcingChunkSmoke to emit ~1000 particles with a ShaderMaterial referencing res://assets/shaders/SmokeShader.gdshader (NoiseTexture = res://assets/shaders/NoiseResource.tres) and a ParticleProcessMaterial that rotates sprites, uses the warm gradient/curve combo from the repo, lifetime 3 s, gravity (0,1,0), linear accel ~2, scale curve peaks between 8 and 15, and turbulence influence about 0.005–0.01 so the smoke puffs appear along the chunk trails."
task_0034,34,Buffer Steering Debug Vectors,FAIL,4,13,Has critical issues,Yes,"Godot Engine v4.5.stable.official.876b29033 - https://godotengine.org\n\nWARNING: res://scenes/test.tscn:3 - ext_resource, invalid UID: uid://w4dbrbdxy2ed - using text path instead: res://scripts/test.gd\n   at: load (scene/resources/resource_format_text.cpp:444)\nWARNING: res://scenes/test.tscn:4 - ext_resource, invalid UID: uid://bk0ocudwcker6 - using text path instead: res://scenes/main.tscn\n   at: load (scene/resources/resource_format_text.cpp:444)\nVALIDATION_FAILED: debug dictionary missing velocity entry",YouTube: Cashew OldDew - Debug Visually in Godot 4.2,0MfTANzADHw,https://www.youtube.com/watch?v=0MfTANzADHw,https://github.com/cashew-olddew/godot-tutorials,,Implement Buffer Steering Debug Vectors,"Inside the SteerComponent script, capture the current velocity, scaled desired velocity, and steering force in a debug dictionary whenever debugging is enabled, and queue a redraw every frame so the overlay can update."
task_0035,35,Draw Steering Force Gizmos,FAIL,8,9,Has critical issues,Yes,"Godot Engine v4.5.stable.official.876b29033 - https://godotengine.org\n\nWARNING: res://scenes/test.tscn:3 - ext_resource, invalid UID: uid://w4dbrbdxy2ed - using text path instead: res://scripts/test.gd\n   at: load (scene/resources/resource_format_text.cpp:444)\nWARNING: res://scenes/test.tscn:4 - ext_resource, invalid UID: uid://bk0ocudwcker6 - using text path instead: res://scenes/main.tscn\n   at: load (scene/resources/resource_format_text.cpp:444)\nVALIDATION_FAILED: Missing required draw call pattern: draw_line(position,debug[""velocity""],Color.BLACK",YouTube: Cashew OldDew - Debug Visually in Godot 4.2,0MfTANzADHw,https://www.youtube.com/watch?v=0MfTANzADHw,https://github.com/cashew-olddew/godot-tutorials,,Implement Draw Steering Force Gizmos,"Use the SteerComponent's _draw function to render the velocity vector in black, the desired velocity in red, a blue connector between them, and circles at both tips so the steering forces are visible during play."
